State,Account_Length,Area_Code,Phone,Intl_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,total_Mins,Intl_Calls,Intl_Charge,Total_Charge,CustServ_Calls,Churn
VA,143,510,387-7641,no,no,0,110.1,113,18.72,169.0,59,14.37,166.7,94,7.5,9.2,455.0,2,2.48,43.06999999999999,1,
RI,65,415,385-9744,no,no,0,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,537.1999999999999,14,1.19,47.83,1,
WI,80,415,398-5006,no,no,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,755.8,5,2.51,71.78000000000002,1,
MS,1,415,408-3977,no,no,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,489.8,3,3.73,47.74999999999999,1,
KY,60,408,334-2729,no,no,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,553.1999999999999,4,2.13,51.83,1,
NC,43,415,334-7685,no,no,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,371.90000000000003,2,2.92,32.92,1,
NV,143,415,350-9228,no,no,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14.0,508.79999999999995,6,3.78,56.42999999999999,0,
UT,81,415,407-5774,no,yes,24,130.1,117,22.12,196.0,61,16.66,139.3,123,6.27,11.4,476.8,5,3.08,48.129999999999995,0,
ME,205,510,413-4039,no,yes,24,175.8,139,29.89,155.0,98,13.18,180.7,64,8.13,7.8,519.3,5,2.11,53.31,2,
HI,24,415,343-2077,no,no,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,608.2,5,1.78,64.88999999999999,1,
OH,74,415,336-5661,no,no,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,640.3999999999999,4,2.65,57.26,0,
WV,77,510,355-4143,no,no,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,511.9,2,3.24,42.02,1,
OK,74,415,366-5918,no,no,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,671.7,2,2.7,69.89,1,
KY,74,510,368-7555,yes,no,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,555.0,4,3.81,52.18,1,
AL,200,408,408-2119,no,no,0,128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,450.2,2,3.02,44.120000000000005,1,
MD,86,408,329-2789,no,no,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,717.9,3,3.51,72.44000000000001,4,
NE,91,510,334-1508,no,yes,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,682.8000000000001,4,2.48,62.43,0,
DC,76,415,337-1506,no,no,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,562.8000000000001,2,1.81,60.8,2,
TX,130,415,396-8400,no,no,0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,594.5999999999999,2,3.86,52.62,1,
OH,56,408,349-2654,no,no,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,582.9999999999999,8,3.21,47.47,2,
DE,117,415,417-2716,no,no,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,630.5,4,4.19,62.629999999999995,0,
IA,63,510,402-1725,no,no,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,677.5,5,1.76,62.64,2,
VT,126,415,403-3229,no,no,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,581.8,2,1.73,61.51,0,
OR,132,510,353-6056,no,no,0,191.9,107,32.62,206.9,127,17.59,272.0,88,12.24,12.6,683.4,2,3.4,65.85,1,
NV,81,415,399-9802,no,yes,28,167.9,147,28.54,190.7,105,16.21,193.0,103,8.69,9.2,560.8000000000001,6,2.48,55.919999999999995,4,
NC,122,415,366-7069,no,no,0,180.0,88,30.6,145.0,77,12.33,233.7,120,10.52,11.5,570.2,6,3.11,56.56,2,
NJ,46,408,332-5949,no,no,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,736.3,5,3.62,78.77000000000001,2,
MN,150,415,393-6376,no,yes,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,556.9,4,2.97,56.129999999999995,1,
ID,99,408,354-7025,no,no,0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,579.1999999999999,3,2.27,54.14,1,
AL,87,408,351-6585,no,no,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11.0,644.0999999999999,3,2.97,70.01,1,
AK,108,415,330-5462,no,no,0,103.0,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,523.4,3,2.13,47.9,1,
VT,101,415,407-2292,no,no,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,595.7,2,3.13,58.0,4,
PA,53,415,340-3011,no,no,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,525.8000000000001,2,2.89,58.129999999999995,3,
AK,132,415,345-9153,no,yes,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,597.0,3,2.32,58.25,2,
CA,158,510,379-5503,no,no,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,609.7,8,2.32,57.830000000000005,2,
MS,114,415,389-6790,no,yes,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,594.5999999999999,5,2.78,57.230000000000004,0,
AR,77,415,408-3610,no,yes,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,605.9,3,1.92,62.43,2,
NV,144,415,375-8238,yes,no,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,635.9,15,2.54,60.919999999999995,0,
AL,91,510,378-5633,no,yes,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,12.3,621.1999999999999,3,3.32,67.21,3,
GA,58,408,389-9120,no,no,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,487.70000000000005,5,3.46,50.13,2,
AR,5,415,380-2758,no,no,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,13.3,613.8,3,3.59,63.0,3,
MA,97,408,402-2728,no,no,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,693.0,3,1.13,72.14,0,
NJ,107,415,354-9062,no,no,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,589.7,2,2.08,60.79,3,
MO,142,415,417-2054,no,yes,30,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,600.5999999999999,5,2.92,55.339999999999996,1,
NY,9,408,353-1941,no,yes,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,600.8999999999999,2,3.59,62.36,1,
AZ,73,415,328-1522,no,no,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,558.1,4,3.29,59.709999999999994,0,
NJ,48,510,408-4529,no,yes,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,689.7,5,4.24,63.92000000000001,2,
WV,43,408,417-5320,no,no,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,554.5,3,2.48,63.26,0,
NM,122,408,370-9755,no,yes,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,601.2,3,3.65,61.88999999999999,1,
SC,93,415,372-4835,no,no,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,591.1999999999999,4,2.38,62.85,0,
VT,85,415,334-6605,no,no,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,632.4,1,3.11,62.1,1,
TN,59,415,399-5564,no,no,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5.0,690.5,5,1.35,62.35,3,
LA,87,415,392-2887,no,no,0,228.7,90,38.88,163.0,99,13.86,154.1,90,6.93,11.8,557.5999999999999,3,3.19,62.86,1,
OH,137,408,328-2110,no,no,0,144.0,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,466.00000000000006,2,3.32,49.0,0,
OR,21,510,383-5976,no,yes,31,135.9,90,23.1,271.0,84,23.04,179.1,89,8.06,9.5,595.5,7,2.57,56.77,6,
DE,129,510,332-6181,no,no,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,727.8,6,2.81,84.56,0,
KY,104,415,330-5255,no,no,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,539.4,6,3.51,48.76,0,
GA,93,408,413-5190,no,yes,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,495.09999999999997,2,3.19,48.209999999999994,4,
VT,63,415,394-7447,no,no,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,781.6,4,3.54,83.52000000000001,4,
OR,161,415,353-7096,no,no,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,551.6,5,2.11,48.35000000000001,0,
TX,50,510,395-6002,no,no,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,556.2,8,3.13,59.4,3,
MO,103,408,372-9816,no,yes,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,626.6,4,1.86,53.31,1,
ND,84,415,400-7253,no,yes,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13.0,535.3,18,3.51,52.89,1,
MN,92,510,344-7470,no,no,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,667.3,4,2.43,67.59,1,
NV,77,415,378-8572,no,no,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,655.0,1,2.67,61.74000000000001,1,
NY,64,415,345-9140,yes,no,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,884.9999999999999,9,3.59,96.15,1,
FL,159,415,340-5460,no,yes,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,466.20000000000005,9,3.19,43.68,1,
KS,110,415,369-8024,yes,yes,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,717.6,2,2.24,78.17,1,
NV,138,510,395-8595,no,no,0,171.4,117,29.14,115.2,128,9.79,224.5,115,10.1,17.0,528.1,4,4.59,53.620000000000005,3,
NV,178,408,359-4587,no,no,0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,623.6,3,3.67,73.05,1,
SC,38,415,375-5439,no,yes,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,749.9,2,1.05,69.26,0,
MI,50,415,361-3779,no,yes,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,551.9,2,2.13,56.09000000000001,2,
MI,45,510,375-8934,no,yes,26,91.7,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,313.3,5,2.08,33.32,1,
TN,70,510,395-4757,no,no,0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,533.4,2,2.59,47.620000000000005,0,
NY,147,510,421-7205,no,yes,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,709.4,6,2.81,75.07,3,
NV,94,510,379-8805,no,no,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,495.09999999999997,5,2.03,53.88999999999999,1,
IL,179,510,348-2150,no,no,0,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,511.4,5,3.13,48.21,0,
MS,116,415,417-9128,no,no,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,592.8,3,3.05,65.02,2,
ND,59,510,351-4226,no,no,0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,602.4000000000001,3,3.97,62.14,0,
NC,165,415,330-6630,no,no,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,434.9,3,2.13,53.900000000000006,0,
MI,133,408,387-9137,no,no,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,635.8,4,3.46,75.28999999999999,2,
TN,140,415,372-3987,no,no,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,561.9,4,2.27,49.550000000000004,1,
VT,93,408,408-5183,no,yes,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,551.0999999999999,3,1.84,50.290000000000006,2,
OK,52,510,412-9357,no,yes,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,575.4000000000001,3,2.21,57.93000000000001,0,
DE,64,415,402-3599,no,yes,27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,507.6,3,3.32,56.519999999999996,1,
ND,12,510,379-5211,yes,no,0,216.7,117,36.84,116.5,126,9.9,220.0,110,9.9,9.8,563.0,4,2.65,59.29,2,
OR,48,415,405-9217,no,no,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6.0,8.3,649.5999999999999,4,2.24,67.6,2,
NY,181,408,340-9200,no,no,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6.0,568.1,7,1.62,52.65,1,
MO,168,415,339-9026,no,yes,42,97.4,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,486.29999999999995,2,3.08,44.779999999999994,2,
FL,155,415,343-4772,no,no,0,181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,528.9,3,3.05,55.72,3,
ND,105,510,345-2108,no,no,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,675.4,4,1.03,72.31,0,
NY,11,415,401-4650,no,no,0,143.4,130,24.38,289.4,50,24.6,194.0,100,8.73,9.7,636.5,6,2.62,60.330000000000005,2,
ND,182,415,400-3945,no,no,0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8.0,569.5999999999999,5,2.16,48.480000000000004,2,
NY,104,415,338-3781,no,no,0,156.2,93,26.55,193.0,54,16.41,222.7,94,10.02,13.1,585.0,5,3.54,56.52,1,
OH,102,415,342-6316,no,no,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,513.0,4,3.24,43.410000000000004,0,
AL,122,415,336-5920,no,no,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,663.6,2,3.21,69.83,0,
SC,41,415,332-1060,no,no,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,499.0,3,2.32,48.43,1,
GA,132,415,418-3426,no,no,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,606.1999999999999,4,2.46,61.18,2,
WY,76,415,408-6326,no,no,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,675.6999999999999,5,3.08,75.11999999999999,1,
WV,13,415,334-6142,no,no,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,522.9,3,3.05,50.309999999999995,1,
HI,115,415,336-6128,no,yes,33,145.0,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,596.0,3,3.83,55.91,2,
WV,67,408,406-6708,no,no,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,454.2,12,2.27,50.010000000000005,1,
LA,154,510,388-8670,no,no,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,518.4000000000001,5,1.94,52.0,0,
AR,100,510,363-5853,no,no,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,468.09999999999997,8,2.11,48.46,2,
AK,146,510,383-6544,yes,no,0,133.0,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,621.3000000000001,3,3.02,57.61000000000001,1,
DC,148,415,378-2940,no,yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,812.3,1,3.32,82.30999999999999,1,
AL,67,415,338-7683,no,yes,28,95.0,94,16.15,291.2,73,24.75,159.6,114,7.18,10.0,555.8,2,2.7,50.78,2,
UT,161,510,329-2786,yes,no,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,711.4,1,3.48,69.16,1,
KS,70,415,369-9465,no,no,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0.0,662.2,0,0.0,66.29,1,
MN,116,510,337-3769,no,no,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,675.9,5,4.46,68.61999999999999,0,
VA,99,415,400-6257,no,yes,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,673.0999999999999,4,2.51,68.68,2,
UT,87,415,411-6663,no,no,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,490.90000000000003,9,1.43,48.44,1,
IN,87,510,384-3101,no,no,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,589.5,5,2.57,63.660000000000004,1,
CT,70,408,339-5329,no,no,0,198.6,111,33.76,213.9,115,18.18,171.2,105,7.7,10.6,594.3000000000001,6,2.86,62.5,2,
DE,131,408,388-9944,no,no,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,502.3,9,3.54,45.96,2,
VT,119,510,403-1769,no,no,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,577.2,1,2.7,60.65,2,
MO,119,408,390-1612,no,yes,32,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,12.0,533.8,2,3.24,52.87,3,
RI,87,510,421-7214,yes,no,0,134.2,80,22.81,165.0,71,14.03,173.1,102,7.79,10.7,482.99999999999994,5,2.89,47.519999999999996,0,
CA,112,415,338-6962,no,no,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,386.80000000000007,3,3.81,39.13,5,
RI,75,415,333-9826,no,no,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,606.2,2,2.89,53.49,2,
CT,150,510,411-8549,no,no,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,658.1000000000001,5,2.48,64.18,4,
IN,161,510,381-9234,no,yes,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,664.4000000000001,6,4.35,71.63999999999999,0,
FL,91,510,387-9855,yes,yes,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,527.4999999999999,3,2.67,44.99,0,
KS,124,415,371-6990,no,no,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,559.3,8,2.75,55.73,3,
NY,94,510,417-3046,yes,no,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,492.3,4,1.94,60.05,4,
TX,217,408,385-7082,no,no,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,651.1,3,2.51,59.79999999999999,4,
RI,158,510,365-5886,no,no,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,702.8000000000001,5,1.73,70.37,0,
NV,102,415,373-5196,no,no,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,635.6,7,1.92,58.910000000000004,0,
UT,85,510,327-6194,no,no,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,611.7,3,2.08,64.93,0,
OK,79,510,381-4565,no,no,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,564.3,9,2.27,52.28,1,
MN,139,510,357-9832,no,yes,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,470.1,10,3.48,43.23,2,
NC,103,415,396-4845,no,no,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,667.5,2,2.78,72.44,0,
OR,98,415,378-6772,yes,no,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,446.2,9,2.08,33.64,1,
NH,78,408,353-4296,no,no,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,605.4000000000001,3,2.73,57.49999999999999,2,
AK,50,408,362-8331,no,no,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,453.49999999999994,3,2.35,47.66,1,
OR,161,415,362-4685,no,no,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,470.70000000000005,2,2.3,51.22,1,
KS,67,408,383-1431,no,no,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,508.5,3,1.89,53.540000000000006,0,
WV,86,415,332-2258,no,yes,38,123.0,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,408.4,4,3.59,42.099999999999994,1,
GA,92,510,375-8304,no,no,0,208.0,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,491.9,6,2.32,58.029999999999994,0,
NM,174,415,340-5580,no,no,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,542.0999999999999,3,2.38,63.809999999999995,1,
OH,124,510,362-1490,no,no,0,193.0,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,470.90000000000003,3,4.13,52.35000000000001,1,
ND,132,415,336-4281,no,yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,603.2,9,2.78,61.11,1,
RI,190,415,361-1315,no,yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,447.6,3,2.67,42.790000000000006,1,
HI,101,510,342-5906,no,no,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,495.59999999999997,2,2.89,42.44,1,
WY,185,415,405-7904,yes,yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,544.1,3,3.48,51.4,2,
NY,68,415,349-4762,no,yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,621.0,6,2.67,68.26,0,
KS,117,510,385-3263,no,yes,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,719.8,4,3.19,71.02,0,
LA,118,408,405-9496,no,no,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,610.8000000000001,6,3.29,60.76,1,
PA,124,415,396-6775,no,no,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,520.5,5,2.78,55.99,0,
NV,22,510,393-6475,no,no,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,583.9,4,3.38,57.870000000000005,1,
MN,75,415,379-7779,no,no,0,143.2,92,24.34,209.1,142,17.77,173.0,96,7.79,11.9,537.1999999999999,9,3.21,53.11,1,
PA,134,408,408-8650,no,no,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,629.9,9,1.35,64.75,1,
MO,164,408,400-3497,no,yes,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,435.00000000000006,6,3.86,56.24,1,
NY,44,510,407-9244,no,no,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,536.4,4,2.05,50.529999999999994,1,
ME,177,415,406-8809,no,no,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,632.7,7,3.38,67.39999999999999,2,
NH,110,408,358-1778,no,no,0,162.0,81,27.54,247.5,89,21.04,155.5,99,7.0,8.9,573.9,8,2.4,57.98,0,
WY,53,415,337-4339,no,yes,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,467.0,7,1.76,33.97,1,
NY,108,415,344-7197,no,no,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,528.3,4,4.16,51.010000000000005,4,
ME,80,408,333-7631,no,no,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,713.8,8,1.81,82.8,0,
MN,158,408,372-6623,no,no,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,649.4000000000001,3,2.21,66.14999999999999,1,
OH,114,415,363-2602,no,no,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,587.0,0,0.0,57.36,0,
NC,64,408,387-7757,no,yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,744.4,2,2.03,80.65,1,
SD,88,415,397-5381,no,no,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,614.8999999999999,1,3.19,65.93,3,
UT,82,510,406-4604,yes,no,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,610.0,6,3.35,64.89,3,
KY,111,415,376-9513,no,no,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,643.5999999999999,5,3.32,71.88,3,
MT,60,408,360-1852,no,no,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,596.0999999999999,4,3.35,70.05,2,
NJ,113,408,421-7270,no,no,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,632.6999999999999,6,1.86,56.44,3,
FL,109,408,371-9482,no,no,0,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,8.2,700.2,4,2.21,68.75999999999999,1,
IN,105,510,337-4101,no,yes,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,579.5,2,3.48,50.629999999999995,0,
DE,85,510,420-2796,no,no,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,573.7,4,3.59,62.629999999999995,2,
AL,131,510,366-4225,no,no,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,526.6999999999999,3,2.81,53.160000000000004,0,
ME,59,510,398-4567,no,no,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,538.8000000000001,3,2.7,56.85,2,
SD,148,408,388-4571,no,no,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,530.2,13,2.57,55.96,1,
VA,210,408,360-8666,no,no,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,515.7,8,1.76,43.73,2,
AK,115,415,333-3704,no,no,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,641.3000000000001,8,1.94,67.49,0,
ID,106,510,383-2566,no,no,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,639.8,3,1.62,72.39,1,
RI,93,415,406-5584,no,no,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,610.4000000000001,4,3.83,52.95,1,
KY,57,415,344-4691,no,yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13.0,767.7,2,3.51,81.38,1,
ND,98,510,347-9737,no,no,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,569.6999999999999,4,1.38,58.010000000000005,1,
HI,157,415,333-7961,no,no,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,595.8000000000001,4,0.59,68.45000000000002,3,
WI,116,415,364-2439,no,yes,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,696.0,4,2.24,69.15,1,
WV,30,510,411-8043,no,no,0,162.3,96,27.59,244.0,122,20.74,180.1,89,8.1,9.1,595.5,4,2.46,58.89,2,
NJ,111,510,332-5084,no,no,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,503.9,2,2.84,51.269999999999996,4,
KS,52,415,413-4831,no,no,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,596.8000000000001,6,3.29,58.51,0,
AL,72,415,343-4806,no,no,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,600.5,5,2.81,64.18,4,
NJ,135,510,401-8735,no,yes,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,615.6,4,3.48,65.64,2,
NC,86,510,391-8626,no,no,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,638.7,5,2.73,62.019999999999996,3,
DE,98,415,327-5817,no,yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,546.2,7,3.46,57.51,3,
WY,151,510,381-4712,no,no,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,535.0999999999999,2,1.57,58.1,3,
ID,118,415,335-3320,no,no,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,543.3,1,2.13,51.260000000000005,0,
NY,117,415,415-8780,no,no,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,663.9999999999999,9,2.0,59.97,2,
